Date,Stock,Price,Action
2016-03-28,BDO,105.0,BUY
2016-04-26,BDO,99.5,SELL
2016-04-27,BDO,99.5,BUY
2016-05-19,BDO,105.0,SELL
2016-05-24,BDO,103.0,BUY
2016-06-23,BDO,109.5,SELL
2016-07-07,BDO,112.8,BUY
2016-08-11,BDO,118.3,SELL
2016-08-19,BDO,113.2,BUY
2016-09-26,BDO,107.0,SELL
2016-09-27,BDO,103.5,BUY
2016-10-26,BDO,111.9,SELL
2016-10-27,BDO,112.8,BUY
2016-12-19,BDO,108.0,SELL
2016-12-21,BDO,107.0,BUY
2017-01-04,BDO,114.9,SELL
2017-02-01,BDO,110.5,BUY
2017-02-16,BDO,115.0,SELL
2017-03-13,BDO,121.9,BUY
2017-04-03,BDO,116.8,SELL
2017-04-04,BDO,120.0,BUY
2017-08-03,BDO,127.0,SELL
2017-08-14,BDO,129.0,BUY
2017-10-09,BDO,134.4,SELL
2017-10-12,BDO,138.7,BUY
2017-11-06,BDO,144.5,SELL
2017-11-07,BDO,145.0,BUY
2017-12-11,BDO,153.0,SELL
2018-01-04,BDO,160.0,BUY
2018-01-31,BDO,153.0,SELL
2018-02-07,BDO,153.0,BUY
2018-03-15,BDO,145.4,SELL
2018-03-21,BDO,142.0,BUY
2018-04-06,BDO,134.6,SELL
2018-04-10,BDO,136.7,BUY
2018-04-23,BDO,130.9,SELL
2018-04-27,BDO,130.0,BUY
2018-05-16,BDO,136.9,SELL
2018-06-25,BDO,125.0,BUY
2018-07-18,BDO,130.0,SELL
2018-08-20,BDO,126.5,BUY
2018-09-06,BDO,120.3,SELL
2018-09-07,BDO,120.2,BUY
2018-09-12,BDO,114.0,SELL
2018-09-13,BDO,117.0,BUY
2018-09-18,BDO,112.0,SELL
2018-09-19,BDO,112.0,BUY
2018-10-01,BDO,120.0,SELL
2018-10-02,BDO,119.5,BUY
2018-10-08,BDO,114.0,SELL
2018-10-09,BDO,113.0,BUY
2018-10-18,BDO,118.4,SELL
2018-10-24,BDO,119.3,BUY
2018-11-13,BDO,113.9,SELL
2018-11-15,BDO,118.0,BUY
2018-11-16,BDO,124.0,SELL
2018-12-07,BDO,133.2,BUY
2018-12-12,BDO,126.7,SELL
2018-12-13,BDO,130.5,BUY
2019-01-25,BDO,136.5,SELL
2019-02-15,BDO,133.6,BUY
2019-02-28,BDO,127.6,SELL
2019-03-01,BDO,123.7,BUY
2019-03-06,BDO,130.1,SELL
2019-03-14,BDO,132.0,BUY
2019-05-03,BDO,139.0,SELL
2019-05-20,BDO,130.9,BUY
2019-05-31,BDO,138.0,SELL
2019-07-01,BDO,139.5,BUY
2019-07-12,BDO,148.2,SELL
2019-07-18,BDO,147.8,BUY
2019-09-12,BDO,141.8,SELL
2019-09-19,BDO,140.2,BUY
2019-09-26,BDO,146.0,SELL
2019-11-07,BDO,159.5,BUY
2019-11-22,BDO,152.0,SELL
2019-11-26,BDO,150.0,BUY
2019-11-27,BDO,157.0,SELL
2020-02-27,BDO,143.0,BUY
2020-03-02,BDO,132.1,SELL
2020-03-03,BDO,137.2,BUY
2020-03-09,BDO,131.0,SELL
2020-03-10,BDO,139.0,BUY
2020-03-12,BDO,120.0,SELL
2020-03-13,BDO,127.0,BUY
2020-03-16,BDO,110.0,SELL
2020-03-19,BDO,85.0,BUY
2020-04-15,BDO,108.5,SELL
2020-04-17,BDO,105.0,BUY
2020-04-21,BDO,100.6,SELL
2020-04-22,BDO,100.5,BUY
2020-05-06,BDO,96.1,SELL
2020-05-11,BDO,98.0,BUY
2020-05-15,BDO,93.0,SELL
2020-05-18,BDO,90.0,BUY
2020-05-26,BDO,85.9,SELL
2020-05-27,BDO,87.0,BUY
2020-06-03,BDO,102.4,SELL
2020-06-04,BDO,109.0,BUY
2020-06-15,BDO,99.0,SELL
2020-06-16,BDO,102.4,BUY
2020-06-25,BDO,97.1,SELL
2020-06-26,BDO,98.5,BUY
2020-06-29,BDO,94.0,SELL
2020-06-30,BDO,98.0,BUY
2020-07-13,BDO,91.5,SELL
2020-07-14,BDO,92.85,BUY
2020-07-28,BDO,88.95,SELL
2020-07-29,BDO,90.5,BUY
2020-08-03,BDO,85.0,SELL
2020-08-04,BDO,87.15,BUY
2020-08-18,BDO,92.05,SELL
2020-08-19,BDO,91.8,BUY
2020-08-24,BDO,87.05,SELL
2020-08-25,BDO,87.5,BUY
2012-04-25,BLOOM,11.6,BUY
2012-05-02,BLOOM,9.01,SELL
2012-07-12,BLOOM,10.48,BUY
2012-07-18,BLOOM,10.06,SELL
2012-08-09,BLOOM,9.85,BUY
2012-09-25,BLOOM,10.48,SELL
2012-10-02,BLOOM,11.34,BUY
2012-10-04,BLOOM,12.24,SELL
2012-10-23,BLOOM,13.36,BUY
2012-10-31,BLOOM,14.1,SELL
2013-05-15,BLOOM,12.52,BUY
2013-06-03,BLOOM,11.6,SELL
2013-06-18,BLOOM,10.78,BUY
2013-06-20,BLOOM,10.3,SELL
2013-06-26,BLOOM,8.58,BUY
2013-06-28,BLOOM,9.0,SELL
2013-07-08,BLOOM,9.6,BUY
2013-07-11,BLOOM,10.0,SELL
2013-07-24,BLOOM,11.74,BUY
2013-08-02,BLOOM,11.22,SELL
2013-08-05,BLOOM,10.8,BUY
2013-08-14,BLOOM,11.28,SELL
2013-08-15,BLOOM,11.5,BUY
2013-08-22,BLOOM,10.8,SELL
2013-08-23,BLOOM,11.18,BUY
2013-08-28,BLOOM,10.5,SELL
2013-08-29,BLOOM,10.88,BUY
2013-09-04,BLOOM,10.44,SELL
2013-09-05,BLOOM,10.74,BUY
2013-09-26,BLOOM,10.26,SELL
2013-10-08,BLOOM,10.92,BUY
2013-10-17,BLOOM,10.48,SELL
2013-10-18,BLOOM,10.5,BUY
2013-10-30,BLOOM,10.06,SELL
2013-10-31,BLOOM,10.22,BUY
2013-11-05,BLOOM,9.7,SELL
2013-11-08,BLOOM,9.93,BUY
2013-12-09,BLOOM,9.39,SELL
2013-12-11,BLOOM,8.75,BUY
2013-12-16,BLOOM,8.3,SELL
2013-12-17,BLOOM,8.31,BUY
2014-03-31,BLOOM,10.04,SELL
2014-04-02,BLOOM,9.98,BUY
2014-04-25,BLOOM,11.36,SELL
2014-04-29,BLOOM,12.14,BUY
2014-05-12,BLOOM,11.58,SELL
2014-05-22,BLOOM,11.8,BUY
2014-05-29,BLOOM,11.0,SELL
2014-05-30,BLOOM,11.18,BUY
2014-06-16,BLOOM,10.68,SELL
2014-06-17,BLOOM,10.68,BUY
2014-08-04,BLOOM,11.96,SELL
2014-08-07,BLOOM,11.18,BUY
2014-09-03,BLOOM,11.84,SELL
2014-09-10,BLOOM,12.8,BUY
2014-09-23,BLOOM,13.8,SELL
2014-09-26,BLOOM,13.2,BUY
2014-10-07,BLOOM,13.76,SELL
2014-10-15,BLOOM,13.3,BUY
2014-10-21,BLOOM,13.9,SELL
2014-12-23,BLOOM,12.08,BUY
2015-01-08,BLOOM,11.5,SELL
2015-03-02,BLOOM,10.6,BUY
2015-03-06,BLOOM,11.04,SELL
2015-03-13,BLOOM,10.58,BUY
2015-03-18,BLOOM,10.14,SELL
2015-03-27,BLOOM,10.4,BUY
2015-04-20,BLOOM,11.14,SELL
2015-04-22,BLOOM,11.1,BUY
2015-04-24,BLOOM,11.6,SELL
2015-04-30,BLOOM,11.2,BUY
2015-05-05,BLOOM,11.7,SELL
2015-05-18,BLOOM,10.4,BUY
2015-05-21,BLOOM,9.9,SELL
2015-05-26,BLOOM,9.38,BUY
2015-06-09,BLOOM,8.71,SELL
2015-06-23,BLOOM,9.01,BUY
2015-06-30,BLOOM,8.61,SELL
2015-07-01,BLOOM,9.1,BUY
2015-07-09,BLOOM,8.6,SELL
2015-07-13,BLOOM,8.53,BUY
2015-08-05,BLOOM,9.65,SELL
2015-08-06,BLOOM,9.6,BUY
2015-08-12,BLOOM,8.95,SELL
2015-09-08,BLOOM,6.62,BUY
2015-09-22,BLOOM,6.27,SELL
2015-09-30,BLOOM,5.21,BUY
2015-10-02,BLOOM,4.87,SELL
2015-10-14,BLOOM,5.91,BUY
2015-11-09,BLOOM,5.63,SELL
2015-11-10,BLOOM,5.48,BUY
2015-11-11,BLOOM,5.25,SELL
2015-11-13,BLOOM,5.1,BUY
2015-12-08,BLOOM,4.89,SELL
2015-12-09,BLOOM,4.8,BUY
2015-12-10,BLOOM,4.56,SELL
2015-12-11,BLOOM,4.41,BUY
2015-12-22,BLOOM,4.2,SELL
2015-12-23,BLOOM,4.28,BUY
2016-01-06,BLOOM,4.05,SELL
2016-01-07,BLOOM,3.84,BUY
2016-01-08,BLOOM,3.67,SELL
2016-01-11,BLOOM,3.51,BUY
2016-01-14,BLOOM,3.24,SELL
2016-02-03,BLOOM,4.25,BUY
2016-02-09,BLOOM,4.0,SELL
2016-02-10,BLOOM,4.16,BUY
2016-06-23,BLOOM,5.9,SELL
2016-06-24,BLOOM,5.46,BUY
2016-09-07,BLOOM,5.06,SELL
2016-09-19,BLOOM,5.36,BUY
2016-09-26,BLOOM,5.08,SELL
2016-09-29,BLOOM,4.71,BUY
2016-10-04,BLOOM,4.51,SELL
2016-10-06,BLOOM,4.67,BUY
2016-11-28,BLOOM,6.6,SELL
2016-11-29,BLOOM,6.38,BUY
2016-12-12,BLOOM,6.08,SELL
2016-12-13,BLOOM,6.2,BUY
2016-12-19,BLOOM,5.93,SELL
2016-12-20,BLOOM,5.8,BUY
2017-05-04,BLOOM,9.65,SELL
2017-05-05,BLOOM,9.5,BUY
2017-05-26,BLOOM,10.2,SELL
2017-05-29,BLOOM,9.98,BUY
2017-05-31,BLOOM,9.4,SELL
2017-06-01,BLOOM,9.85,BUY
2017-06-02,BLOOM,9.3,SELL
2017-06-05,BLOOM,9.6,BUY
2017-06-27,BLOOM,9.08,SELL
2017-06-30,BLOOM,9.25,BUY
2017-07-31,BLOOM,8.8,SELL
2017-08-03,BLOOM,8.81,BUY
2017-09-11,BLOOM,11.9,SELL
2017-09-18,BLOOM,10.9,BUY
2017-09-19,BLOOM,10.18,SELL
2017-09-28,BLOOM,10.74,BUY
2017-10-09,BLOOM,10.3,SELL
2017-10-11,BLOOM,10.2,BUY
2017-10-24,BLOOM,9.75,SELL
2017-11-13,BLOOM,10.5,BUY
2017-11-17,BLOOM,10.02,SELL
2017-11-20,BLOOM,9.8,BUY
2018-02-07,BLOOM,12.8,SELL
2018-02-14,BLOOM,13.8,BUY
2018-02-19,BLOOM,14.44,SELL
2018-02-20,BLOOM,14.0,BUY
2018-03-16,BLOOM,14.86,SELL
2018-04-20,BLOOM,12.78,BUY
2018-04-25,BLOOM,12.1,SELL
2018-05-25,BLOOM,11.8,BUY
2018-05-28,BLOOM,11.3,SELL
2018-06-01,BLOOM,10.36,BUY
2018-06-22,BLOOM,9.81,SELL
2018-06-25,BLOOM,9.81,BUY
2018-07-11,BLOOM,9.35,SELL
2018-07-13,BLOOM,9.4,BUY
2018-08-29,BLOOM,9.01,SELL
2018-09-03,BLOOM,9.3,BUY
2018-09-14,BLOOM,8.92,SELL
2018-09-17,BLOOM,8.5,BUY
2018-09-18,BLOOM,8.12,SELL
2018-09-19,BLOOM,8.05,BUY
2018-11-13,BLOOM,7.65,SELL
2018-11-16,BLOOM,7.33,BUY
2019-02-15,BLOOM,13.0,SELL
2019-02-20,BLOOM,12.4,BUY
2019-02-28,BLOOM,11.4,SELL
2019-03-26,BLOOM,11.9,BUY
2019-04-29,BLOOM,12.9,SELL
2019-05-02,BLOOM,12.68,BUY
2019-05-06,BLOOM,12.0,SELL
2019-05-07,BLOOM,12.16,BUY
2019-05-09,BLOOM,11.1,SELL
2019-05-16,BLOOM,11.0,BUY
2019-05-29,BLOOM,11.68,SELL
2019-05-30,BLOOM,11.8,BUY
2019-06-21,BLOOM,11.3,SELL
2019-06-24,BLOOM,11.2,BUY
2019-08-15,BLOOM,10.74,SELL
2019-08-16,BLOOM,10.3,BUY
2019-08-27,BLOOM,9.8,SELL
2019-08-28,BLOOM,9.91,BUY
2020-01-09,BLOOM,10.46,SELL
2020-01-17,BLOOM,10.9,BUY
2020-01-21,BLOOM,9.99,SELL
2020-01-23,BLOOM,10.32,BUY
2020-01-27,BLOOM,9.87,SELL
2020-01-28,BLOOM,9.85,BUY
2020-01-30,BLOOM,9.35,SELL
2020-01-31,BLOOM,9.0,BUY
2020-02-13,BLOOM,8.57,SELL
2020-02-14,BLOOM,8.66,BUY
2020-02-28,BLOOM,8.15,SELL
2020-03-02,BLOOM,8.02,BUY
2020-03-04,BLOOM,7.63,SELL
2020-03-05,BLOOM,7.32,BUY
2020-03-10,BLOOM,6.55,SELL
2020-03-23,BLOOM,4.3,BUY
2020-08-04,BLOOM,6.12,SELL
2020-08-05,BLOOM,6.28,BUY
2020-08-18,BLOOM,6.0,SELL
2020-08-19,BLOOM,6.15,BUY
2010-02-12,BPI,44.0,BUY
2010-05-07,BPI,42.0,SELL
2010-05-11,BPI,45.0,BUY
2010-05-20,BPI,42.5,SELL
2010-05-21,BPI,42.0,BUY
2010-10-04,BPI,55.8,SELL
2010-11-12,BPI,57.15,BUY
2010-11-30,BPI,54.15,SELL
2010-12-01,BPI,55.0,BUY
2011-01-31,BPI,51.5,SELL
2011-02-01,BPI,51.4,BUY
2011-06-13,BPI,57.1,SELL
2011-06-14,BPI,57.05,BUY
2011-06-17,BPI,53.95,SELL
2011-06-21,BPI,55.8,BUY
2011-09-26,BPI,51.0,SELL
2011-09-28,BPI,53.55,BUY
2012-02-10,BPI,66.5,SELL
2012-03-08,BPI,71.5,BUY
2012-05-16,BPI,66.5,SELL
2012-05-17,BPI,68.25,BUY
2012-05-24,BPI,65.2,SELL
2012-05-25,BPI,65.75,BUY
2012-09-21,BPI,78.6,SELL
2012-09-24,BPI,78.45,BUY
2012-10-23,BPI,83.5,SELL
2012-10-29,BPI,83.1,BUY
2012-12-04,BPI,96.0,SELL
2012-12-07,BPI,95.25,BUY
2013-01-14,BPI,101.2,SELL
2013-01-21,BPI,97.9,BUY
2013-02-04,BPI,102.8,SELL
2013-02-27,BPI,105.8,BUY
2013-05-27,BPI,101.0,SELL
2013-05-28,BPI,101.0,BUY
2013-06-04,BPI,94.5,SELL
2013-06-05,BPI,92.5,BUY
2013-06-13,BPI,85.1,SELL
2013-06-14,BPI,86.0,BUY
2013-09-27,BPI,99.0,SELL
2013-10-01,BPI,96.0,BUY
2013-10-02,BPI,101.0,SELL
2013-10-10,BPI,100.2,BUY
2013-11-07,BPI,96.0,SELL
2013-11-08,BPI,93.9,BUY
2013-12-10,BPI,88.95,SELL
2013-12-11,BPI,88.9,BUY
2013-12-12,BPI,84.85,SELL
2013-12-13,BPI,84.8,BUY
2014-02-28,BPI,90.3,SELL
2014-03-03,BPI,89.6,BUY
2014-03-25,BPI,86.0,SELL
2014-03-26,BPI,86.5,BUY
2014-04-15,BPI,95.0,SELL
2014-04-29,BPI,90.65,BUY
2014-05-30,BPI,84.5,SELL
2014-06-02,BPI,85.65,BUY
2014-07-01,BPI,91.8,SELL
2014-08-18,BPI,94.9,BUY
2014-09-17,BPI,99.5,SELL
2014-10-03,BPI,99.0,BUY
2014-10-13,BPI,93.9,SELL
2014-10-14,BPI,94.0,BUY
2014-12-17,BPI,90.0,SELL
2014-12-18,BPI,91.4,BUY
2015-02-02,BPI,97.9,SELL
2015-05-05,BPI,102.9,BUY
2015-05-29,BPI,98.0,SELL
2015-06-01,BPI,102.2,BUY
2015-06-09,BPI,96.45,SELL
2015-06-10,BPI,96.45,BUY
2015-07-07,BPI,92.0,SELL
2015-07-08,BPI,92.0,BUY
2015-07-29,BPI,96.0,SELL
2015-08-04,BPI,95.6,BUY
2015-08-12,BPI,91.65,SELL
2015-08-13,BPI,92.5,BUY
2015-08-24,BPI,85.35,SELL
2015-08-25,BPI,85.35,BUY
2015-09-28,BPI,80.05,SELL
2015-09-29,BPI,82.0,BUY
2016-01-27,BPI,86.5,SELL
2016-01-28,BPI,86.7,BUY
2016-03-02,BPI,83.05,SELL
2016-03-03,BPI,84.0,BUY
2016-03-28,BPI,91.4,SELL
2016-06-01,BPI,93.5,BUY
2016-06-07,BPI,97.7,SELL
2016-06-10,BPI,95.0,BUY
2016-07-01,BPI,99.0,SELL
2016-07-25,BPI,97.7,BUY
2016-08-09,BPI,103.9,SELL
2016-11-02,BPI,98.6,BUY
2016-11-14,BPI,94.4,SELL
2016-11-15,BPI,94.35,BUY
2016-11-25,BPI,90.5,SELL
2016-11-28,BPI,90.5,BUY
2016-12-19,BPI,85.9,SELL
2016-12-20,BPI,87.0,BUY
2017-01-10,BPI,92.4,SELL
2017-01-16,BPI,91.2,BUY
2017-02-17,BPI,95.0,SELL
2017-06-06,BPI,105.3,BUY
2017-09-15,BPI,101.0,SELL
2017-09-18,BPI,104.0,BUY
2017-09-28,BPI,99.45,SELL
2017-09-29,BPI,99.45,BUY
2017-12-08,BPI,103.5,SELL
2018-02-06,BPI,118.0,BUY
2018-02-19,BPI,124.4,SELL
2018-03-15,BPI,114.7,BUY
2018-03-21,BPI,109.2,SELL
2018-03-22,BPI,112.0,BUY
2018-03-28,BPI,117.0,SELL
2018-04-04,BPI,107.5,BUY
2018-04-17,BPI,103.0,SELL
2018-04-18,BPI,104.0,BUY
2018-05-04,BPI,98.35,SELL
2018-05-08,BPI,97.35,BUY
2018-06-18,BPI,92.35,SELL
2018-06-19,BPI,92.1,BUY
2018-06-22,BPI,88.0,SELL
2018-06-25,BPI,87.8,BUY
2018-07-11,BPI,94.1,SELL
2018-07-18,BPI,97.0,BUY
2018-07-27,BPI,101.0,SELL
2018-08-14,BPI,92.4,BUY
2018-09-10,BPI,87.65,SELL
2018-09-11,BPI,86.9,BUY
2018-09-18,BPI,82.1,SELL
2018-09-19,BPI,79.5,BUY
2018-10-22,BPI,83.35,SELL
2018-10-23,BPI,83.0,BUY
2018-10-30,BPI,79.5,SELL
2018-10-31,BPI,82.15,BUY
2018-11-21,BPI,91.4,SELL
2019-01-09,BPI,93.0,BUY
2019-02-13,BPI,88.6,SELL
2019-02-14,BPI,90.1,BUY
2019-02-22,BPI,86.05,SELL
2019-02-26,BPI,84.9,BUY
2019-04-04,BPI,81.0,SELL
2019-04-05,BPI,81.05,BUY
2019-05-29,BPI,77.3,SELL
2019-05-31,BPI,80.8,BUY
2019-07-26,BPI,90.6,SELL
2019-08-29,BPI,87.5,BUY
2019-09-10,BPI,92.75,SELL
2019-11-14,BPI,94.2,BUY
2019-11-22,BPI,90.4,SELL
2019-11-25,BPI,90.0,BUY
2019-11-29,BPI,85.95,SELL
2019-12-02,BPI,86.4,BUY
2020-01-22,BPI,81.75,SELL
2020-01-23,BPI,81.95,BUY
2020-02-07,BPI,86.0,SELL
2020-02-19,BPI,85.2,BUY
2020-02-24,BPI,81.6,SELL
2020-02-26,BPI,81.0,BUY
2020-02-28,BPI,74.1,SELL
2020-03-02,BPI,75.5,BUY
2020-03-09,BPI,67.0,SELL
2020-03-10,BPI,71.5,BUY
2020-03-12,BPI,65.5,SELL
2020-03-13,BPI,68.0,BUY
2020-03-16,BPI,62.3,SELL
2020-03-19,BPI,55.5,BUY
2020-03-23,BPI,51.4,SELL
2020-03-24,BPI,52.0,BUY
2020-04-15,BPI,63.1,SELL
2020-04-16,BPI,57.5,BUY
2020-05-13,BPI,60.8,SELL
2020-05-14,BPI,61.0,BUY
2020-05-20,BPI,63.95,SELL
2020-05-21,BPI,62.7,BUY
2020-06-03,BPI,72.0,SELL
2020-06-15,BPI,68.1,BUY
2020-06-17,BPI,73.0,SELL
2020-06-22,BPI,73.0,BUY
2020-06-29,BPI,69.5,SELL
2020-06-30,BPI,72.0,BUY
2020-07-27,BPI,65.0,SELL
2020-07-28,BPI,68.2,BUY
2020-08-03,BPI,64.7,SELL
2020-08-04,BPI,64.5,BUY
2020-08-11,BPI,61.0,SELL
2020-08-12,BPI,62.5,BUY
2020-08-28,BPI,67.0,SELL
2020-09-03,BPI,67.6,BUY
2020-09-14,BPI,64.6,SELL
2020-09-16,BPI,64.2,BUY
2020-10-27,BPI,74.95,SELL
2017-09-20,C,10.4,BUY
2017-09-26,C,9.97,SELL
2017-09-27,C,9.94,BUY
2017-10-17,C,9.4,SELL
2017-10-20,C,10.0,BUY
2017-10-25,C,9.56,SELL
2017-11-17,C,9.27,BUY
2017-11-28,C,8.8,SELL
2017-12-01,C,8.74,BUY
2017-12-05,C,8.34,SELL
2017-12-06,C,8.5,BUY
2017-12-13,C,9.0,SELL
2018-01-11,C,8.42,BUY
2018-01-25,C,9.0,SELL
2018-02-21,C,7.81,BUY
2018-02-26,C,7.42,SELL
2018-02-27,C,7.15,BUY
2018-03-02,C,7.45,SELL
2018-03-05,C,7.45,BUY
2018-03-12,C,7.8,SELL
2018-03-16,C,7.45,BUY
2018-03-23,C,7.84,SELL
2018-04-19,C,6.99,BUY
2018-04-23,C,6.71,SELL
2018-04-24,C,6.6,BUY
2018-04-27,C,6.98,SELL
2018-05-02,C,6.94,BUY
2018-05-15,C,8.0,SELL
2018-05-24,C,7.25,BUY
2018-06-08,C,7.62,SELL
2018-06-21,C,7.1,BUY
2018-06-29,C,7.55,SELL
2018-07-17,C,6.65,BUY
2018-07-20,C,6.95,SELL
2018-07-30,C,6.95,BUY
2018-08-14,C,6.65,SELL
2018-08-23,C,6.62,BUY
2018-08-29,C,6.2,SELL
2018-08-30,C,6.2,BUY
2018-09-03,C,6.5,SELL
2018-09-05,C,6.28,BUY
2018-09-10,C,6.0,SELL
2018-09-11,C,5.94,BUY
2018-09-25,C,5.58,SELL
2018-09-26,C,5.5,BUY
2018-10-03,C,5.27,SELL
2018-10-04,C,5.27,BUY
2018-10-05,C,4.8,SELL
2018-10-08,C,4.88,BUY
2018-10-11,C,4.64,SELL
2018-10-12,C,4.82,BUY
2018-11-12,C,8.11,SELL
2018-11-15,C,7.79,BUY
2018-11-20,C,8.49,SELL
2018-11-28,C,6.55,BUY
2018-11-29,C,7.17,SELL
2018-12-07,C,6.57,BUY
2019-01-29,C,6.23,SELL
2019-02-18,C,6.11,BUY
2019-03-04,C,5.82,SELL
2019-03-05,C,5.79,BUY
2019-04-01,C,5.3,SELL
2019-04-02,C,5.2,BUY
2019-07-08,C,9.02,SELL
2019-07-22,C,7.83,BUY
2019-07-25,C,7.4,SELL
2019-07-26,C,7.55,BUY
2019-08-06,C,6.93,SELL
2019-08-07,C,7.03,BUY
2019-08-15,C,6.65,SELL
2019-08-16,C,6.79,BUY
2019-08-22,C,6.5,SELL
2019-08-23,C,7.15,BUY
2019-10-01,C,6.81,SELL
2019-10-07,C,6.66,BUY
2019-11-19,C,6.39,SELL
2019-11-20,C,6.39,BUY
2019-11-21,C,5.91,SELL
2019-11-22,C,5.96,BUY
2019-12-02,C,5.56,SELL
2019-12-03,C,5.55,BUY
2019-12-11,C,5.27,SELL
2019-12-12,C,5.0,BUY
2020-02-07,C,4.67,SELL
2020-02-10,C,4.53,BUY
2020-02-19,C,4.28,SELL
2020-02-20,C,4.23,BUY
2020-02-24,C,3.98,SELL
2020-02-26,C,3.9,BUY
2020-02-28,C,3.58,SELL
2020-03-02,C,3.39,BUY
2020-03-09,C,3.0,SELL
2020-03-10,C,2.94,BUY
2020-03-12,C,2.7,SELL
2020-03-13,C,2.68,BUY
2020-03-16,C,2.41,SELL
2020-03-19,C,2.01,BUY
2020-06-17,C,4.05,SELL
2020-06-26,C,3.72,BUY
2020-07-02,C,3.57,SELL
2020-07-07,C,3.59,BUY
2020-07-24,C,3.4,SELL
2020-07-28,C,3.35,BUY
2020-10-06,C,5.9,SELL
2020-10-13,C,5.32,BUY
2020-10-19,C,5.85,SELL
2020-10-20,C,5.62,BUY
2020-10-23,C,5.89,SELL
2020-10-26,C,5.9,BUY
2010-12-07,CEB,125.0,BUY
2010-12-09,CEB,119.5,SELL
2010-12-13,CEB,116.7,BUY
2010-12-16,CEB,110.0,SELL
2010-12-17,CEB,106.0,BUY
2011-01-11,CEB,100.3,SELL
2011-01-12,CEB,101.5,BUY
2011-01-18,CEB,93.0,SELL
2011-01-19,CEB,90.2,BUY
2011-02-08,CEB,98.0,SELL
2011-02-10,CEB,94.05,BUY
2011-02-14,CEB,89.75,SELL
2011-02-15,CEB,90.0,BUY
2011-02-23,CEB,82.9,SELL
2011-02-24,CEB,79.1,BUY
2011-03-04,CEB,88.9,SELL
2011-03-07,CEB,86.1,BUY
2011-03-28,CEB,79.65,SELL
2011-03-29,CEB,77.5,BUY
2011-05-10,CEB,92.5,SELL
2011-05-11,CEB,91.9,BUY
2011-05-13,CEB,96.25,SELL
2011-05-24,CEB,91.0,BUY
2011-05-26,CEB,85.7,SELL
2011-05-31,CEB,88.7,BUY
2011-06-06,CEB,84.2,SELL
2011-06-07,CEB,85.0,BUY
2011-06-27,CEB,92.0,SELL
2011-06-28,CEB,92.0,BUY
2011-07-06,CEB,88.3,SELL
2011-07-08,CEB,85.4,BUY
2011-08-05,CEB,81.8,SELL
2011-08-08,CEB,80.9,BUY
2011-09-22,CEB,77.0,SELL
2011-09-23,CEB,72.0,BUY
2011-09-26,CEB,67.3,SELL
2011-09-28,CEB,70.0,BUY
2011-12-13,CEB,66.0,SELL
2011-12-14,CEB,62.9,BUY
2012-02-16,CEB,73.65,SELL
2012-02-28,CEB,65.0,BUY
2012-03-09,CEB,68.0,SELL
2012-03-12,CEB,68.0,BUY
2012-03-29,CEB,65.0,SELL
2012-03-30,CEB,67.1,BUY
2012-06-15,CEB,62.0,SELL
2012-06-18,CEB,63.0,BUY
2012-08-30,CEB,60.0,SELL
2012-08-31,CEB,58.8,BUY
2012-09-24,CEB,55.6,SELL
2012-09-25,CEB,54.35,BUY
2013-02-11,CEB,67.0,SELL
2013-02-12,CEB,66.5,BUY
2013-04-17,CEB,78.0,SELL
2013-05-02,CEB,83.7,BUY
2013-05-17,CEB,79.5,SELL
2013-05-20,CEB,80.0,BUY
2013-06-05,CEB,72.65,SELL
2013-06-06,CEB,70.75,BUY
2013-06-11,CEB,75.0,SELL
2013-06-13,CEB,73.4,BUY
2013-06-24,CEB,67.5,SELL
2013-06-25,CEB,64.0,BUY
2013-08-22,CEB,51.55,SELL
2013-08-23,CEB,51.25,BUY
2013-12-17,CEB,49.0,SELL
2013-12-18,CEB,49.0,BUY
2013-12-20,CEB,47.0,SELL
2013-12-23,CEB,46.1,BUY
2014-05-12,CEB,55.4,SELL
2014-05-13,CEB,58.0,BUY
2014-05-14,CEB,54.1,SELL
2014-05-15,CEB,54.05,BUY
2014-08-27,CEB,63.0,SELL
2014-08-29,CEB,62.4,BUY
2014-10-16,CEB,68.5,SELL
2014-11-07,CEB,78.4,BUY
2014-11-13,CEB,73.2,SELL
2014-11-14,CEB,71.15,BUY
2014-12-09,CEB,83.0,SELL
2014-12-10,CEB,84.0,BUY
2015-01-08,CEB,79.1,SELL
2015-01-09,CEB,84.0,BUY
2015-01-22,CEB,89.4,SELL
2015-01-26,CEB,98.4,BUY
2015-01-29,CEB,94.1,SELL
2015-01-30,CEB,94.7,BUY
2015-02-02,CEB,90.3,SELL
2015-02-03,CEB,89.85,BUY
2015-03-11,CEB,86.0,SELL
2015-03-17,CEB,84.7,BUY
2015-04-16,CEB,80.7,SELL
2015-04-17,CEB,81.0,BUY
2015-05-22,CEB,90.6,SELL
2015-05-25,CEB,90.35,BUY
2015-05-29,CEB,86.0,SELL
2015-06-01,CEB,86.3,BUY
2015-06-09,CEB,82.15,SELL
2015-06-10,CEB,83.5,BUY
2015-07-03,CEB,88.7,SELL
2015-07-09,CEB,84.5,BUY
2015-07-24,CEB,92.25,SELL
2015-08-13,CEB,93.95,BUY
2015-08-17,CEB,88.0,SELL
2015-08-18,CEB,90.5,BUY
2015-08-24,CEB,85.1,SELL
2015-08-25,CEB,87.0,BUY
