^FINANCIAL,08/25/2020,1121.03,1121.03,1110.58,1116.19,467354,-224651
AUB,08/25/2020,44.95,45,44.95,45,2000,45000
BDO,08/25/2020,87.05,88.1,86.75,87.5,2170580,-76781474
BPI,08/25/2020,63.95,63.95,62.45,63,2285890,-74731842
CHIB,08/25/2020,20.55,20.55,20,20.5,150500,539235
EW,08/25/2020,8.27,8.27,8.06,8.1,360200,133019
MBT,08/25/2020,34.05,34.15,33.8,33.9,2872200,-71008949
PBB,08/25/2020,8.21,8.21,8.21,8.21,15000,0
PNB,08/25/2020,19.78,19.78,19.62,19.7,227000,-2138969
PSB,08/25/2020,48,48.6,48,48.6,200,0
PTC,08/25/2020,95.1,105,95.1,105,490,0
RCB,08/25/2020,16.26,16.7,15.6,15.82,46800,120900
SECB,08/25/2020,96.45,96.5,94.05,96,215850,-1513122
UBP,08/25/2020,53.8,54,53.8,53.95,26350,-849950
BKR,08/25/2020,0.83,0.83,0.83,0.83,20000,0
COL,08/25/2020,21.65,21.65,21.3,21.3,6500,0
FAF,08/25/2020,0.6,0.66,0.6,0.66,29000,0
FERRO,08/25/2020,2.55,2.55,2.52,2.55,61000,0
MED,08/25/2020,0.285,0.315,0.285,0.3,1780000,0
NRCP,08/25/2020,0.63,0.64,0.61,0.63,342000,0
PSE,08/25/2020,155,155.1,155,155,3320,77500
SLF,08/25/2020,1915,1922,1915,1915,765,1457200
V,08/25/2020,1.04,1.04,1.04,1.04,2000,0
^INDUSTRIAL,08/25/2020,7808.07,7907.75,7748.98,7890.84,793575,-53989
ACEN,08/25/2020,2.75,2.82,2.73,2.8,6595000,50260
ACR,08/25/2020,1.29,1.29,1.25,1.27,2326000,0
AP,08/25/2020,25.8,25.85,25.2,25.8,429500,-5666415
BSC,08/25/2020,0.157,0.16,0.155,0.16,350000,0
FGEN,08/25/2020,23.7,23.7,23.5,23.7,511800,-1543430
FPH,08/25/2020,60.7,60.7,60,60.5,67180,52762
MER,08/25/2020,267.2,273,260,270,432950,-36833850
MWC,08/25/2020,13.48,13.48,13.1,13.22,4559500,811748
PCOR,08/25/2020,3.09,3.09,3.06,3.09,370000,0
PERC,08/25/2020,3.13,3.27,3,3.27,28000,0
PNX,08/25/2020,11,11.2,11,11.2,30600,0
SHLPH,08/25/2020,17.3,17.48,17.2,17.48,190500,1027200
SPC,08/25/2020,8.4,8.45,8.32,8.4,27800,0
ANI,08/25/2020,7.75,7.82,7.55,7.73,59100,-280056
AXLM,08/25/2020,2.39,2.4,2.32,2.36,1790000,-1875690
BMM,08/25/2020,76.15,76.15,76.15,76.15,40,0
CAT,08/25/2020,11.9,11.92,11.3,11.3,4700,0
CNPF,08/25/2020,16.38,16.38,16.28,16.3,3133600,-24489152
DELM,08/25/2020,4.88,4.9,4.86,4.9,50000,-38960
DNL,08/25/2020,4.9,4.91,4.85,4.88,509000,-1884950
EMP,08/25/2020,10,10,9.84,10,771100,-2144710
FB,08/25/2020,67.35,67.35,66.1,67,266050,424696
FOOD,08/25/2020,0.66,0.67,0.66,0.66,265000,-6600
FRUIT,08/25/2020,1.17,1.19,1.15,1.17,4455000,-89680
GSMI,08/25/2020,39.45,39.45,38.2,38.2,2600,11160
JFC,08/25/2020,141,141.2,139.5,141,392840,1255836
MACAY,08/25/2020,7.95,7.95,7.6,7.9,12500,0
MAXS,08/25/2020,4.75,4.83,4.72,4.77,99000,14250
MG,08/25/2020,0.13,0.138,0.123,0.138,2110000,0
PIZZA,08/25/2020,5.6,5.7,5.6,5.66,507100,399051
RCI,08/25/2020,1.27,1.3,1.24,1.3,6499000,-1674610
URC,08/25/2020,137.8,144,137.1,142.5,1399390,5538162
VITA,08/25/2020,0.76,0.78,0.76,0.78,14648000,-30030
VMC,08/25/2020,2.23,2.23,2.23,2.23,1000,0
CA,08/25/2020,51.15,51.25,51.15,51.25,40,0
CAB,08/25/2020,52.2,54.8,52.2,54.75,520,0
CHP,08/25/2020,1.38,1.42,1.37,1.37,36922000,11084570
DAVIN,08/25/2020,3.56,3.56,3.5,3.5,55000,-193210
EAGLE,08/25/2020,10.48,10.7,10.4,10.7,281600,-948400
EEI,08/25/2020,5.32,5.33,5.31,5.33,182300,772880
HLCM,08/25/2020,5.18,5.2,5.05,5.18,701300,-27364
MWIDE,08/25/2020,6.25,6.4,6.12,6.33,934200,-964870
PHN,08/25/2020,8.9,8.9,8.9,8.9,3000,0
T,08/25/2020,0.66,0.66,0.64,0.64,302000,73600
VUL,08/25/2020,0.72,0.74,0.72,0.74,166000,0
CROWN,08/25/2020,1.94,1.95,1.93,1.94,40000,0
EURO,08/25/2020,1.88,1.88,1.85,1.87,157000,18800
MVC,08/25/2020,3.94,3.94,3.94,3.94,2000,0
PPC,08/25/2020,4.04,4.05,4.03,4.05,50000,0
CIC,08/25/2020,18.62,18.64,18.62,18.64,1300,20482
GREEN,08/25/2020,1.81,1.86,1.75,1.85,5605000,2743830
IMI,08/25/2020,4.89,4.89,4.65,4.7,317000,469920
ION,08/25/2020,0.98,0.98,0.96,0.97,27000,0
PMPC,08/25/2020,4.25,4.62,4.25,4.62,3000,0
SSP,08/25/2020,1.39,1.39,1.34,1.38,580000,0
TECH,08/25/2020,5.71,5.97,5.71,5.97,6637200,-67144
^HOLDING,08/25/2020,6179.44,6185.51,6130.3,6169.07,968777,207128
ABA,08/25/2020,0.47,0.475,0.465,0.475,4020000,-140150
ABG,08/25/2020,8.22,8.24,7.6,8.09,32300,62720
AC,08/25/2020,742,742,730,732,76610,-31516580
AEV,08/25/2020,49.6,49.6,48.55,49,378200,-9768225
AGI,08/25/2020,6.09,6.12,6.04,6.09,6737200,-4309233
ALLHC,08/25/2020,1.74,1.81,1.74,1.8,1967000,17950
ANS,08/25/2020,6.45,6.45,6.45,6.45,3100,0
APO,08/25/2020,0.51,0.51,0.5,0.5,256000,0
ATN,08/25/2020,0.55,0.57,0.55,0.57,1751000,0
ATNB,08/25/2020,0.56,0.58,0.56,0.58,205000,2900
COSCO,08/25/2020,5.06,5.06,4.99,4.99,6970600,362793
DMC,08/25/2020,3.9,3.92,3.84,3.9,3710000,-413050
FDC,08/25/2020,8.6,8.6,8.6,8.6,100,0
GTCAP,08/25/2020,400,403,397,401,237820,-65333644
JGS,08/25/2020,62,63,61.2,63,653200,-10861539
LIHC,08/25/2020,0.61,0.61,0.59,0.59,41000,0
LTG,08/25/2020,8.44,8.55,8.4,8.43,1440600,-2355412
MPI,08/25/2020,3.18,3.21,3.16,3.18,17786000,-32277050
PA,08/25/2020,2.87,2.98,2.86,2.98,33000,86100
PRIM,08/25/2020,0.77,0.8,0.77,0.8,91000,0
SGI,08/25/2020,0.99,0.99,0.99,0.99,419000,-9900
SGP,08/25/2020,155,155,155,155,190,0
SM,08/25/2020,883,889,877,881,647110,364367755
SMC,08/25/2020,99.75,101.5,99,101.5,76220,-711344
TFHI,08/25/2020,130.5,134,130.5,134,1960,-75497
WIN,08/25/2020,0.185,0.185,0.185,0.185,10000,0
ZHI,08/25/2020,0.146,0.152,0.145,0.151,1220000,0
^PROPERTY,08/25/2020,2809.53,2815.67,2776.59,2805.34,825648,-340286
ALCO,08/25/2020,0.51,0.52,0.51,0.52,606000,38250
ALHI,08/25/2020,8.5,8.5,7.23,7.23,600,0
ALI,08/25/2020,30.6,30.6,30.2,30.4,9526100,-148550585
ARA,08/25/2020,0.99,1,0.98,1,51000,18620
AREIT,08/25/2020,25.7,25.95,25.55,25.8,5669800,-119661475
BEL,08/25/2020,1.36,1.36,1.34,1.34,79000,0
BRN,08/25/2020,0.81,0.82,0.78,0.8,2677000,101440
CDC,08/25/2020,0.8,0.83,0.8,0.83,82000,0
CEI,08/25/2020,0.12,0.125,0.12,0.125,2600000,0
CHI,08/25/2020,5.95,5.95,5.95,5.95,100,0
CLI,08/25/2020,5,5,4.97,5,243300,74701
CPG,08/25/2020,0.355,0.36,0.35,0.355,3190000,0
CYBR,08/25/2020,0.265,0.295,0.265,0.29,3000000,0
DD,08/25/2020,15.2,15.2,14.74,15.1,433700,-4589294
DMW,08/25/2020,5.97,6,5.97,6,536600,-46800
ELI,08/25/2020,0.26,0.265,0.25,0.265,330000,0
EVER,08/25/2020,0.09,0.09,0.09,0.09,650000,0
FLI,08/25/2020,0.93,0.93,0.92,0.92,4981000,-2108370
