^FINANCIAL,07/15/2020,1198.69,1198.85,1172.19,1174.45,1233714,-570563
AUB,07/15/2020,45,46.5,44.15,46.5,12700,434050
BDO,07/15/2020,92.85,93.05,89.5,89.5,7240230,-367493232
BPI,07/15/2020,71.25,71.45,69.2,70,3250060,-114006412
CHIB,07/15/2020,20,20.75,20,20.4,50700,0
EW,07/15/2020,7.42,7.5,7.37,7.37,297900,-786539
MBT,07/15/2020,36,36.3,35.85,35.9,4978100,-43228515
PBC,07/15/2020,17.06,17.06,17.02,17.02,900,0
PNB,07/15/2020,20.1,20.15,19.98,19.98,3070800,-45316917
PSB,07/15/2020,47.95,48,47.95,48,1200,0
RCB,07/15/2020,16.72,17.1,16.72,17,1700,1710
SECB,07/15/2020,102,102,99,100,970080,-96660
UBP,07/15/2020,52.9,53.3,52.5,53,6850,-13650
COL,07/15/2020,21,21,19.9,21,326200,8400
FERRO,07/15/2020,2.42,2.42,2.42,2.42,4000,0
FFI,07/15/2020,8,8,7.8,7.8,1100,0
I,07/15/2020,0.94,0.94,0.94,0.94,1000,0
MED,07/15/2020,0.33,0.335,0.27,0.28,8220000,-43800
NRCP,07/15/2020,0.59,0.63,0.59,0.61,2031000,0
PSE,07/15/2020,160,160,159.5,159.5,2050,-22340
SLF,07/15/2020,1700,1700,1700,1700,5,0
V,07/15/2020,1.1,1.1,1.06,1.06,28000,0
^INDUSTRIAL,07/15/2020,7551.14,7557.31,7313.05,7321.66,1058521,-351414
ACEPH,07/15/2020,2.2,2.25,2.16,2.16,11611000,3712920
ACR,07/15/2020,1.21,1.22,1.18,1.2,423000,0
AP,07/15/2020,26.5,26.9,25.6,25.8,828700,-11043030
BSC,07/15/2020,0.165,0.188,0.151,0.159,7050000,-54300
FGEN,07/15/2020,22.7,22.75,22.1,22.3,2083700,-13574480
FPH,07/15/2020,60.1,60.15,57.4,57.4,287260,-3680661
MER,07/15/2020,270,270,260,260,393890,-63265582
MWC,07/15/2020,13.62,13.64,13,13.16,5817300,-15096932
PCOR,07/15/2020,3.14,3.14,3.05,3.1,1352000,-186170
PERC,07/15/2020,3.11,3.24,3.1,3.24,56000,0
PNX,07/15/2020,11.38,11.42,11.36,11.42,150700,0
SHLPH,07/15/2020,18.52,18.56,18.04,18.1,480500,1903745
SPC,07/15/2020,8.15,8.15,7.95,7.95,348900,406376
ANI,07/15/2020,7.6,7.64,7.39,7.49,112600,-15834
AXLM,07/15/2020,2.44,2.44,2.3,2.35,1094000,-637680
BMM,07/15/2020,76.05,76.05,76.05,76.05,20,0
CAT,07/15/2020,11.5,11.5,11.5,11.5,2700,0
CNPF,07/15/2020,14.6,14.6,14.48,14.5,2291600,-28029668
DELM,07/15/2020,4.1,4.1,3.98,4,94000,-199600
DNL,07/15/2020,4.72,4.98,4.7,4.74,1046000,-803700
EMP,07/15/2020,8.7,8.8,8.5,8.78,2004400,-6724574
FB,07/15/2020,67.1,68.05,65.05,65.05,276290,-8990536
FOOD,07/15/2020,0.6,0.6,0.57,0.6,473000,-7800
FRUIT,07/15/2020,1.27,1.28,1.18,1.2,12945000,-189400
GSMI,07/15/2020,31.6,31.6,31,31.5,94300,2305400
JFC,07/15/2020,140,140,136.2,136.2,1210440,-39146506
